name,speciality,average_score,hospital_name,city,state
"Dr. Robert Mosteller, MD",Cardiology,0,Cleveland Clinic,Westlake,OH
"Dr. Thomas Edel, MD",Cardiology,0,Cleveland Clinic,Westlake,OH
"Dr. Caroline Casserly, MD",Cardiology,5,Cleveland Clinic,Westlake,OH
"Dr. Suzanne Kimball, DO",Cardiology,5,Cleveland Clinic,Westlake,OH
"Dr. Lon Castle, MD",Cardiology,2.5,Cleveland Clinic,Westlake,OH
"Dr. Agata Toborek, MD",Pediatrics,5,Lexington Clinic,Lexington,KY
"Dr. Chiara Liguori, MD",Cardiology,5,Cleveland Clinic,Avon,OH
"Dr. John Ziegler, MD",Family Medicine,4.5,Lexington Clinic,Lexington,KY
"Dr. Emad Nukta, MD",Cardiology,4,Cleveland Clinic,Avon,OH
"Dr. Thomas Murtaugh, MD",Cardiology,4,The Christ Hospital,Cincinnati,OH
"Dr. Alan Glassman, MD",Cardiology,5,The Christ Hospital,Cincinnati,OH
"Dr. Natalia Shrestha, MD",Internal Medicine,4.5,Lexington Clinic,Lexington,KY
"Dr. Daniel Beiting, MD",Internal Medicine,4.5,Lexington Clinic,Lexington,KY
"Dr. Monica Hunter, MD",Cardiology,5,The Christ Hospital,Cincinnati,OH
"Dr. Joanna English, MD",Cardiology,3.5,The Christ Hospital,Cincinnati,OH
"Dr. Edward Schloss, MD",Cardiology,4,The Christ Hospital,Cincinnati,OH
"Dr. Jason Smith, MD",Cardiology,4,The Christ Hospital,Cincinnati,OH
"Dr. Eugene Chung, MD",Cardiology,4.5,The Christ Hospital,Cincinnati,OH
"Dr. Barbara Reynolds, MD",Emergency Medicine,0,Frankfort Regional Medical Center,Frankfort,KY
"Dr. Jordan Prendergast, DO",Family Medicine,4.5,Lexington Clinic,Lexington,KY
"Dr. Eric Walchak, DO",Cardiology,5,Vascular at Metro Health Hospital,Wyoming,MI
"Dr. Larry Diaz, MD",Cardiology,4.5,Vascular at Metro Health Hospital,Wyoming,MI
"Dr. Zachary Leshen, MD",Cardiology,4,Saint Joseph Health System,Mishawaka,IN
"Dr. Farid Jalinous, MD",Cardiology,3,Saint Joseph Health System,Mishawaka,IN
"Dr. Nelson Lamkin Jr, MD",Internal Medicine,5,Lexington Clinic,Lexington,KY
"Dr. Earl Robbins II, MD",Gastroenterology,4,Lexington Clinic,Lexington,KY
"Dr. Maher Baz, MD",Pulmonology,5,KENTUCKY CLINIC,Lexington,KY
"Dr. John Dineen, MD",Pulmonology,3,Lexington Clinic,Lexington,KY
"Dr. Bruce Broudy, MD",Pulmonology,0,Sanford Broadway Clinic,Fargo,ND
"Dr. Rolando Berger, MD",Pulmonology,5,UNIVERSITY OF KENTUCKY MEDICAL CENTER,Lexington,KY
"Dr. Geoffrey Cooper, MD",Family Medicine,4,BLUEGRASS MEDICAL CLINIC,Paris,KY
"Dr. Rashid Nadeem, MD",Critical Care Medicine,0,KENOSHA HOSPITAL,Kenosha,WI
"Dr. Murray West, MD",Family Medicine,5,Westmont Clinic,Paris,KY
"Dr. Nathan Moore, MD",Family Medicine,3.5,BLUEGRASS MEDICAL CLINIC,Paris,KY
"Dr. Ayaz Rahman, MD",Cardiology,5,Fort Loudoun Medical Center,Lenoir City,TN
"Dr. Lekshmi Seemanthini, MD",Interventional Cardiology,0,Fort Loudoun Medical Center,Lenoir City,TN
"Dr. Rajesh Shah, MD",Pulmonology,1,Saint Agnes Hospital,Baltimore,MD
"Dr. Suresh Rekhraj, MD",Cardiology,4,Lexington Clinic,Lexington,KY
"Dr. Roger Blumenthal, MD",Cardiology,4,Johns Hopkins Hospital,Baltimore,MD
"Dr. Karen Raines, MD",Pediatric Cardiology,3.5,GERIATRIC OUTPATIENT CLINIC,Winston Salem,NC
"Dr. Michael Quartermain, MD",Pediatric Cardiology,5,CHILDREN'S HOSPITAL,Philadelphia,PA
"Dr. Jason Foerst, MD",Cardiology,5,Carilion Clinic,Roanoke,VA
"Dr. Mohd Mirza, MD",Cardiology,5,Carilion Clinic,Roanoke,VA
"Dr. John Lystash, MD",Cardiology,5,Carilion Clinic,Roanoke,VA
"Dr. Edward Kasper, MD",Cardiology,4.5,Johns Hopkins Hospital,Baltimore,MD
"Dr. Jon Resar, MD",Cardiology,4.5,John Hopkins Hospital,Baltimore,MD
"Dr. Joseph Austin, MD",Cardiology,4.5,Carilion Clinic,Roanoke,VA
"Dr. Carl Musser Jr, MD",Cardiology,5,Carilion Clinic,Roanoke,VA
"Dr. Gary Swank, MD",Cardiology,5,Carilion Clinic,Roanoke,VA
"Dr. Eric Williams, MD",Cardiology,5,Carilion Clinic,Roanoke,VA
"Dr. Soufian Almahameed, MD",Cardiology,4,Carilion Clinic,Roanoke,VA
"Dr. Terrence May, MD",Cardiology,4,Carilion Clinic,Roanoke,VA
"Dr. Tony Simmons, MD",Cardiology,4,WAKE FOREST UNIVERSITY BAPTIST MEDICAL CENTER,Cookeville,TN
"Dr. Adrian Hernandez, MD",Advanced Heart Failure & Transplant Cardiology,5,DUKE MEDICAL CTR,Durham,NC
"Dr. Robert Sorrentino, MD",Clinical Cardiac Electrophysiology,4,Augusta University Medical Center,Augusta,GA
"Dr. Adam Berman, MD",Clinical Cardiac Electrophysiology,4.5,Augusta University Medical Center,Augusta,GA
"Dr. James Daubert, MD",Cardiology,5,Duke Advanced Heart and Lung Failure Clinic,Durham,NC
"Dr. Andrew Wang, MD",Cardiology,5,Duke University Medical Center,Durham,NC
"Dr. Robert Mentz, MD",Advanced Heart Failure & Transplant Cardiology,5,TRENT DRIVE Clinic,Durham,NC
"Dr. Thomas Bashore, MD",Cardiology,5,DUKE UNIVERSITY MEDICAL CENTER,Durham,NC
"Dr. Brett Atwater, MD",Cardiology,0,Duke Advanced Heart and Lung Failure Clinic,Durham,NC
"Dr. Madhukar Saran, MD",Pulmonology,0,Columbus VA Clinic,Columbus,MS
"Dr. Lance Busch, DO",Pulmonology,4.5,Columbus Pulmonary Clinic,Columbus,MS
"Dr. Alexander Paraschos, MD",Cardiology,4,Kernodle Clinic,Burlington,NC
"Dr. Dwayne Callwood, MD",Cardiology,3.5,Kernodle Clinic,Burlington,NC
"Dr. Bruce Kowalski, MD",Cardiology,4.5,Kernodle Clinic,Burlington,NC
"Dr. Charles Bryan, MD",Critical Care Medicine,5,Internal Medicine Clinic,Meridian,MS
"Dr. Charles Wray, MD",Cardiovascular & Pulmonary Diseases,4.5,Frist Clinic,Manchester,TN
"Dr. Ronald Bokulic, DO",Pulmonology,4.5,CHILDRENS HOSPITAL MED CTR,Cincinnati,OH
"Dr. Steven Stogner, MD",Pulmonology,4.5,Hattiesburg Clinic,Hattiesburg,MS
"Dr. Gerald Belopolsky, MD",Critical Care Medicine,5,UAB Medical Center,Birmingham,AL
"Dr. Jeffrey Hawkins, MD",Critical Care Medicine,5,Norwood Clinic,Birmingham,AL
"Dr. Andrew Rogness, MD",Critical Care Medicine,4.5,Hattiesburg Clinic,Hattiesburg,MS
"Dr. Charles Parkman Jr, MD",Pulmonology,5,Hattiesburg Clinic,Hattiesburg,MS
"Dr. Lewis Neese, MD",Critical Care Medicine,5,Hattiesburg Clinic,Hattiesburg,MS
"Dr. Kevin Keeton, MD",Pulmonology,0,Hattiesburg Clinic,Hattiesburg,MS
"Dr. Bradford McGwire, MD",Infectious Disease Medicine,5,Ohio State Med Ctr,Columbus,OH
"Dr. Walid Younis, MD",Critical Care Medicine,4,Hattiesburg Clinic,Hattiesburg,MS
"Dr. Scott Johnson, MD",Pulmonology,0,WOMACK ARMY MEDICAL CENTER,Fort Bragg,NC
"Dr. Edwin Santos, MD",Infectious Disease Medicine,5,FAMILY MEDICAL SPECIALTY CLINIC,Campton,KY
"Dr. Hermes Velasquez, MD",Critical Care Medicine,5,Hattiesburg Clinic,Hattiesburg,MS
"Dr. Michael Pritchett, DO",Critical Care Medicine,5,Pinehurst Medical Clinic,Pinehurst,NC
"Dr. David Thornton, MD",Critical Care Medicine,3,Pinehurst Medical Clinic,Pinehurst,NC
"Dr. Alice Thornton, MD",Infectious Disease Medicine,2,UK Blue Grass Care Clinic,Lexington,KY
"Dr. Stephen Young, MD",Pulmonology,1,DUKE UNIVERSITY MEDICAL CTR,Durham,NC
"Dr. James Yankaskas, MD",Pulmonology,0,UNIVERSITY OF NORTH CAROLINA PULMONARY CLINIC,Chapel Hill,NC
"Dr. Thomas Kerkering, MD",Infectious Disease Medicine,4,Carilion Clinic,Roanoke,VA
"Dr. Deborah Demicco, MD",Infectious Disease Medicine,3,Carilion Clinic,Roanoke,VA
"Dr. Anthony Baffoe-Bonnie, MD",Infectious Disease Medicine,4,Carilion Clinic,Roanoke,VA
"Dr. Dorothy Garner, MD",Infectious Disease Medicine,5,Carilion Clinic,Roanoke,VA
"Dr. Shikha Vasudeva, MD",Infectious Disease Medicine,1,Carilion Clinic,Roanoke,VA
"Dr. Jean Smith, MD",Infectious Disease Medicine,0,Carilion Clinic,Roanoke,VA
"Dr. Paul Skolnik, MD",Infectious Disease Medicine,2.5,Carilion Clinic,Roanoke,VA
"Dr. Mark Rasnake, MD",Infectious Disease Medicine,0,University Of TN Med Ctr,Knoxville,TN
"Dr. Paul Stephen, MD",Pulmonology,4.5,Norwood Clinic,Birmingham,AL
"Dr. John Narro, MD",Infectious Disease Medicine,0,University Of TN Med Ctr,Knoxville,TN
"Dr. Harrison Weed, MD",Infectious Disease Medicine,5,OSU Medical Center,Columbus,OH
"Dr. Thomas Lamarre Jr, MD",Infectious Disease Medicine,4.5,The Christ Hospital,Cincinnati,OH
"Dr. Timothy Sorg, MD",Infectious Disease Medicine,5,Good Samaritan Cancer Center,Dayton,OH
"Dr. Carl Fichtenbaum, MD",Infectious Disease Medicine,4,University Cincinnati Infirmary,Cincinnati,OH
"Dr. Jaime Robertson, MD",Infectious Disease Medicine,4.5,University Cincinnati Infirmary,Cincinnati,OH
"Dr. Catherine Sallenave, MD",Infectious Disease Medicine,0,Edison Clinic,San Mateo,CA
"Dr. Karen Relucio, MD",Infectious Disease Medicine,0,Edison Clinic,San Mateo,CA
"Dr. David Katzenstein, MD",Infectious Disease Medicine,0,Edison Clinic,San Mateo,CA
"Dr. Vivian Levy, MD",Infectious Disease Medicine,0,Edison Clinic,San Mateo,CA
"Dr. Matthew Pierce, MD",Head & Neck Surgical Oncology,0,MEDSTAR WASHINGTON HOSPITAL,Washington,DC
"Dr. Lisa Gooze, MD",Infectious Disease Medicine,0,Edison Clinic,San Mateo,CA
"Dr. Seble Kassaye, MD",Infectious Disease Medicine,5,Edison Clinic,San Mateo,CA
"Dr. Mark Terris, MD",Otolaryngology-Head and Neck Surgery,5,Kaiser Permanente Largo,Largo,MD
"Dr. Deborah Fuchs, MD",Hematology,0,UNIVERSITY MEDICAL CENTER,Tucson,AZ
"Dr. Deborah Cotes, DO",Hospice & Palliative Medicine,5,CAMC Health System,Charleston,WV
"Dr. Veena Vangani, MD",Internal Medicine,4,Spotsylvania Regional Medical Center,Fredericksburg,VA
"Dr. Sungjoo Kim, MD",Otolaryngology-Head and Neck Surgery,4,Kaiser Permanente South Baltimore County Medical Center,Halethorpe,MD
"Dr. Dennis Johnson, MD",Hematology,5,UNIVERSITY MEDICAL CENTER,Tucson,AZ
"Dr. Eric Sklarew, MD",Otolaryngology-Head and Neck Surgery,0,Kaiser Permanente Kensington,Kensington,MD
"Dr. Andleeb Khan, MD",Otolaryngology-Head and Neck Surgery,4,Kaiser Permanente Largo,Largo,MD
"Dr. Anthony Morton, MD",Otolaryngology-Head and Neck Surgery,5,Kaiser Permanente Kensington,Kensington,MD
"Dr. Elena Daniel, MD",Otolaryngology-Head and Neck Surgery,0,Kaiser Permanente Largo,Largo,MD
"Dr. Leslie Nurse, MD",Otolaryngology-Head and Neck Surgery,4.5,Kaiser Permanente Largo,Largo,MD
"Dr. Gregory Sater, MD",Otolaryngology-Head and Neck Surgery,5,Kaiser Permanente Gaithersburg Medical Center,Gaithersburg,MD
"Dr. Mrunalini Chakurkar, MD",Pulmonary Critical Care Medicine,5,Tysons Corner Medical Center,McLean,VA
"Dr. James Markwell, MD",Otolaryngology-Head and Neck Surgery,5,Kaiser Permanente South Baltimore County Medical Center,Halethorpe,MD
"Dr. Ralph Roach, MD",Oncology,5,Adams County Cancer Center,Seaman,OH
"Dr. Dina Kianoury, MD",Critical Care Medicine,3.5,GEORGETOWN UNIVERSITY HOSPITAL,Washington,DC
"Dr. Deborah Cheung, MD",Otolaryngology-Head and Neck Surgery,0,Kaiser Permanente Gaithersburg Medical Center,Gaithersburg,MD
"Dr. Hendren Bajillan, MD",Infectious Disease Medicine,0,MIAMI VALLEY HOSPITAL,Dayton,OH
"Dr. Joel Hummer, MD",Family Medicine,0,Davis Memorial Hospital,Elkins,WV
"Dr. Catherine Chua, DO",Other,3,Davis Med Ctr,Elkins,WV
"Dr. Mohammad Kalo, MD",Internal Medicine,3,KINGS DAUGHTERS MEDICAL CENTER,Ashland,KY
"Dr. Jacob Barkley, MD",Emergency Medicine,2.5,Davis Medical Center,Elkins,WV
"Dr. John Veach, MD",Emergency Medicine,0,Davis Medical Center,Elkins,WV
"Dr. John Logar, MD",Emergency Medicine,2.5,Davis Medical Center,Elkins,WV
"Dr. Susan Bobes, MD",Emergency Medicine,0,Davis Medical Center,Elkins,WV
"Dr. Daniel Frame, MD",Emergency Medicine,5,Davis Medical Center,Elkins,WV
"Dr. Tajammul Ehsan, MD",Neurology,2.5,Dulles Neurology Clinic,Herndon,VA
"Dr. Elisabeth Dellon, MD",Hospice & Palliative Medicine,5,UNC General Pediatrics Clinic,Chapel Hill,NC
"Dr. Sara Chua, DO",Family Medicine,5,St Joseph's Hospital,Buckhannon,WV
"Dr. Angela Harden-Mack, MD",Other,1,Winchester Medical Ctr,Winchester,VA
"Dr. Carlos Tache-Leon, MD",General Surgery,5,University of Virginia Medical Center,Charlottesville,VA
"Dr. Robert Heinle, MD",Pediatric Pulmonology,5,Alfred I. duPont Hospital,Wilmington,DE
"Dr. Ralph Lim Jr, DO",Ophthalmology,5,Marietta Memorial Hospital,Marietta,OH
"Dr. Divya Balachandar, MD",Pediatric Pulmonology,0,CHILDRENS NATIONAL MEDICAL CENTER,Washington,DC
"Dr. Benjamin Kozower, MD",General Surgery,5,Emily Couric Clinical Cancer Center,Charlottesville,VA
"Dr. Victor Zaydfudim, MD",General Surgery,5,Emily Couric Clinical Cancer Center,Charlottesville,VA
"Dr. Jeffry Hatcher, DO",Family Medicine,4,Tysons Corner Medical Center,McLean,VA
"Dr. Roberta Debiasi, MD",Pediatric Infectious Disease Medicine,5,Children's National Medical Center,Washington,DC
"Dr. Susan Wollersheim, MD",Pediatric Infectious Disease Medicine,0,GEORGETOWN UNIVERSITY HOSPITAL,Washington,DC
"Dr. Nada Harik, MD",Pediatric Infectious Disease Medicine,0,Children's National Medical Ctr,Washington,DC
"Dr. Andrea Garrod, MD",Pediatric Pulmonology,0,UVA Children's Hospital,Charlottesville,VA
"Dr. Ashley Maranich, MD",Pediatric Infectious Disease Medicine,0,WALTER REED ARMY MEDICAL CENTER,Washington,DC
"Dr. Alexandra Freeman, MD",Pediatric Infectious Disease Medicine,5,GEORGETOWN UNIVERSITY HOSPITAL,Washington,DC
"Dr. Van-Anh Nguyen, MD",Family Medicine,5,American Executive Health System,Fairfax,VA
"Dr. Alan Shapiro, MD",Pediatric Infectious Disease Medicine,0,CHILDRENS NATIONAL MED CTR,Washington,DC
"Dr. Barbara Jantausch, MD",Pediatric Infectious Disease Medicine,1,Children's National Medical Center,Washington,DC
"Dr. David Hyun, MD",Pediatric Infectious Disease Medicine,0,CHILDRENS NATIONAL MEDICAL CENTER,Washington,DC
"Dr. Julia Hutter, MD",Pediatric Infectious Disease Medicine,0,CHILDRENS NATIONAL MED CTR,Washington,DC
"Dr. Kevin Buckley, MD",Pediatric Hematology & Oncology,0,Children's National Medical Center,Washington,DC
"Dr. Theresa Schlager, MD",Pediatric Infectious Disease Medicine,0,University of Virginia Medical Center,Charlottesville,VA
"Dr. Malcolm Branch, MD",Gastroenterology,5,Duke Clinic,Durham,NC
"Dr. Shervin Shafa, MD",Gastroenterology,3.5,MedStar Georgetown University Hospital,Washington,DC
"Dr. Karen Ravin, MD",Pediatric Infectious Disease Medicine,0,GEISINGER MEDICAL CENTER,Danville,PA
"Dr. Stephen Eppes, MD",Pediatric Infectious Disease Medicine,0,Alfred I. duPont Hospital,Wilmington,DE
"Dr. Anna Mae Diehl, MD",Hepatology,0,DUKE MEDICAL CTR,Durham,NC
"Dr. Melissa Garrett, MD",Gastroenterology,3.5,Duke University Hospital,Durham,NC
"Dr. Ira Shocket, MD",Gastroenterology,5,MEDSTAR WASHINGTON HOSPITAL,Washington,DC
"Dr. Manal Abdelmalek, MD",Hepatology,5,DUKE MEDICAL CTR,Durham,NC
"Dr. Carla Brady, MD",Hepatology,4,DUKE MEDICAL CTR,Durham,NC
"Dr. Karen Ravin, MD",Pediatric Infectious Disease Medicine,0,GEISINGER MEDICAL CENTER,Danville,PA
"Dr. Rahul Shimpi, MD",Gastroenterology,4,Duke University Medical Center,Durham,NC
"Dr. Philip O'Donnell, MD",Internal Medicine,3.5,Virginia Health Center,Falls Church,VA
"Dr. Anteneh Zenebe, MD","Endocrinology, Diabetes & Metabolism",4.5,Prince George's Hospital,Cheverly,MD
"Dr. Mandana Shafai, MD",Internal Medicine,4,Advanced Health Center,Arlington,VA
"Dr. Thomas Peng, MD",Internal Medicine,3,NELSON CLINIC,Richmond,VA
"Dr. Ziad Gellad, MD",Gastroenterology,0,Duke Raleigh Hospital,Raleigh,NC
"Dr. Gary Greenberg, MD",Internal Medicine,0,Open Door Clinic,Raleigh,NC
"Dr. Alpha Fowler III, MD",Pulmonology,5,VCU Medical Ctr,Richmond,VA
"Dr. Ralph Fairman, MD",Critical Care Medicine,5,VCU Medical Ctr,Richmond,VA
"Dr. Lisa Brath, MD",Critical Care Medicine,5,VCU Medical Ctr,Richmond,VA
"Dr. Kevin Cooper, MD",Pulmonology,5,VCU Medical Ctr,Richmond,VA
"Dr. Carol Epling, MD",Occupational & Environmental Medicine,0,Employee Occupational Health and Wellness Clinic,Durham,NC
"Dr. George Jackson, MD",Occupational & Environmental Medicine,0,Employee Occupational Health and Wellness Clinic,Durham,NC
"Dr. Michael Stevens, MD",Infectious Disease Medicine,0,VIRGINIA COMMON COMMONWEALTH MEDICAL CENTER,Richmond,VA
"Dr. Jane Cecil, MD",Infectious Disease Medicine,5,VA Commonwealth Univ Med Ctr,Richmond,VA
"Dr. Edward Hendershot, MD",Infectious Disease Medicine,3.5,DUKE MEDICAL CTR,Durham,NC
"Dr. Vance Fowler, MD",Infectious Disease Medicine,5,DUKE MEDICAL CTR,Durham,NC
"Dr. Christopher Woods, MD",Infectious Disease Medicine,5,DURHAM VETERANS AFFAIRS MEDICAL CENTER,Durham,NC
"Dr. Nathan Thielman, MD",Infectious Disease Medicine,4.5,DUKE MEDICAL CTR,Durham,NC
"Dr. Coleen Cunningham, MD",Infectious Disease Medicine,0,Duke University Medical Center,Durham,NC
"Dr. James Alspaugh, MD",Infectious Disease Medicine,0,Duke University Medical Center,Durham,NC
"Dr. Joseph Follett, MD",Internal Medicine,0,Lafayette Clinic,Fayetteville,NC
"Dr. John Georgitis, MD",Pediatrics,3.5,Lafayette Clinic,Fayetteville,NC
"Dr. Lee Surkin, MD",Cardiology,3.5,Carolina Clinic,Greenville,NC
"Dr. John Freiberger, MD",Anesthesiology,0,Duke Hyperbaric Medicine Clinic,Durham,NC
"Dr. Aaron Sandler, MD",Anesthesiology,2.5,Duke University Medical Center,Durham,NC
"Dr. Kerri Wahl, MD",Anesthesiology,0,Duke University Hospital,Durham,NC
"Dr. Eugene Moretti, MD",Anesthesiology,0,Duke University Medical Center,Durham,NC
"Dr. Richard Moon, MD",Anesthesiology,0,Duke University Hospital,Durham,NC
"Dr. Robert Peyser, MD",Ophthalmology,3,Ashley Eye Clinic,Charleston,SC
"Dr. Erin Manning, MD",Anesthesiology,0,Duke University Medical Center,Durham,NC
"Dr. Brandi Bottiger, MD",Anesthesiology,0,Duke University Medical Center,Durham,NC
"Dr. Ugochukwu Okereke, MD",Sleep Medicine,4,Cedars Medical Clinic,Sumter,SC
"Dr. William Cauthen Jr, MD",Family Medicine,0,CAROLINAS HOSPITAL,Florence,SC
"Dr. Vijay Paudel, MD",Hematology,3,Coastal Cancer Center,Myrtle Beach,SC
"Dr. Brian Fleming, MD",Family Medicine,5,Fayetteville Family Medical Ctr,Fayetteville,NC
"Dr. Sandra Carr, MD",Family Medicine,4.5,Wade Family Medical Ctr,Fayetteville,NC
"Dr. Richard Bedlack, MD",Neurology,3.5,Duke Neurological Disorders Clinic,Durham,NC
"Dr. Aatif Husain, MD",Neurology,5,Duke Neurological Disorders Clinic,Durham,NC
"Dr. Timothy Collins, MD",Neurology,3,Duke Neurological Disorders Clinic,Durham,NC
"Dr. Joel Morgenlander, MD",Neurology,2.5,Duke Neurological Disorders Clinic,Durham,NC
"Dr. Mark Skeen, MD",Neurology,3.5,Duke Neurological Disorders Clinic,Durham,NC
"Dr. Rodney Radtke, MD",Neurology,3.5,Duke Neurological Disorders Clinic,Durham,NC
"Dr. Carmelo Graffagnino, MD",Neurology,5,Duke Neurological Disorders Clinic,Durham,NC
"Dr. Andrew Spector, MD",Neurology,4,Duke Medical Ctr,Durham,NC
"Dr. Matthew Luedke, MD",Epilepsy,5,Duke Neurological Disorders Clinic,Durham,NC
"Dr. Jodi Dodds, MD",Neurology,5,Duke Neurological Disorders Clinic,Durham,NC
"Dr. Stephen Brockmeier, MD",Sports Medicine,4,UVA Sports Medicine Clinic,Charlottesville,VA
"Dr. Mark Cruz, MD",Emergency Medicine,1,WELLSTAR COBB HOSPITAL,Austell,GA
"Dr. Marvin Nix, MD",Emergency Medicine,2.5,WELLSTAR KENNESTONE REGIONAL MEDICAL CENTER,Marietta,GA
"Dr. William Webb Jr, MD",Dermatology,5,Salisbury Dermatology Clinic,Salisbury,NC
"Dr. Dhiraj Patel, MD",Internal Medicine,4.5,ALPHA MEDICAL CLINIC,Alpharetta,GA
"Dr. Francis Corrigan, MD",Pain Medicine,3.5,Pinehurst Pain Clinic,Pinehurst,NC
"Dr. Jack Lam, MD",Anesthesiology,4,Wake Med Cary Hospital,Cary,NC
"Dr. Louis Cole, MD",Emergency Medicine,4,Atlanta Liposuction Specialty Clinic,Norcross,GA
"Dr. Jayne Maynor, MD",Anesthesiology,0,Southeastern Reg Med Ctr,Lumberton,NC
"Dr. Eric Miller, MD",Anesthesiology,0,Southeastern Reg Med Ctr,Lumberton,NC
"Dr. Michael Kidd, MD",Anesthesiology,0,Southeastern Reg Med Ctr,Lumberton,NC
"Dr. Dora Franzoni, MD",Anesthesiology,0,Southeastern Reg Med Ctr,Lumberton,NC
"Dr. Christine Lang, MD",Public Health & General Preventive Medicine,0,TRIPLER ARMY MEDICAL CENTER,Tripler Army Medical Center,HI
"Dr. Richard Smith, MD",Public Health & General Preventive Medicine,0,TRIPLER ARMY MEDICAL CENTER,Tripler Army Medical Center,HI
"Dr. Evelyn Barraza, MD",Public Health & General Preventive Medicine,0,TRIPLER ARMY MEDICAL CENTER,Tripler Army Medical Center,HI
"Dr. Luke Mease, MD",Occupational Medicine,0,TRIPLER ARMY MEDICAL CENTER,Tripler Army Medical Center,HI
"Dr. Clarissa Burkert, MD",Internal Medicine,5,TRIPLER ARMY MEDICAL CENTER,Tripler Army Medical Center,HI
"Dr. Thomas Cashman, MD",Pediatrics,0,TRIPLER ARMY MEDICAL CENTER,Tripler Army Medical Center,HI
"Dr. Keith Stephenson, MD",Family Medicine,5,Kuhio Walk In Medical Clinic,Honolulu,HI
"Dr. Jeremy Edwards, DO",Pediatric Hematology & Oncology,5,TRIPLER ARMY MEDICAL CENTER,Tripler Army Medical Center,HI
"Dr. Christian Lambertsen Jr, MD",Occupational Medicine,0,Beach Care Urgent Fam Med Ctr,Morehead City,NC
"Dr. Allan Ward, MD",Internal Medicine,0,Pope Health Clinic,Pope Army Airfield,NC
"Dr. Faith Polkey, MD",Public Health & General Preventive Medicine,0,Port Royal Medical Center,Port Royal,SC
"Dr. Denise Algood, MD",Public Health & General Preventive Medicine,0,Family Health Center,Orangeburg,SC
"Dr. Kathleen Walsh, MD",Internal Medicine,5,CLARK CLINIC,Fort Bragg,NC
"Dr. Erin Clark, MD",Internal Medicine,0,Womack Army Medical Ctr,Fort Bragg,NC
"Dr. Amy Santangelo, MD",Internal Medicine,5,Womack Army Med Ctr,Fort Bragg,NC
"Dr. Gary Levy, MD",Pediatric Hematology & Oncology,0,TRIPLER ARMY MEDICAL CENTER,Tripler Army Medical Center,HI
"Dr. Cynthia Youmans, MD",Public Health & General Preventive Medicine,1,Family Health Center,Orangeburg,SC
"Dr. Ismael Flores-Santiago, MD",Nuclear Medicine,5,Joel Health Clinic,Fort Bragg,NC
"Dr. Xiao Androulakis, MD",Neurology,4,University Specialty Clinic,Columbia,SC
"Dr. Kara-Marie Hack, MD",Pediatric Hematology & Oncology,0,TRIPLER ARMY MEDICAL CENTER,Tripler Army Medical Center,HI
"Dr. Constance Hastings, MD",Pediatric Hematology & Oncology,0,TRIPLER ARMY MEDICAL CENTER,Tripler Army Medical Center,HI
"Dr. Tonya Kratovil, MD",Pediatric Hematology & Oncology,3,TRIPLER ARMY MEDICAL CENTER,Tripler Army Medical Center,HI
"Dr. Steven Battle, DO",Public Health & General Preventive Medicine,0,Winn Army Community Hospital,Fort Stewart,GA
"Dr. C Choy, MD",Hematology,0,Straub Clinic,Honolulu,HI
"Dr. Salvador Borges-Neto, MD",Nuclear Medicine,0,Duke University Medical Center,Durham,NC
